tconst,primaryTitle,startYear,the_numbers_url,scrape_success,scrape_error,plot_summary,franchise,has_plot_summary
tt8155288,Happy Death Day 2U,2019.0,https://www.the-numbers.com/movie/Happy-Death-Day-2U-(2019),True,,Our hero Tree Gelbman discovers that dying over and over was surprisingly easier than the dangers that lie ahead.,Happy Death Day,True
tt8186318,Overcomer,2019.0,https://www.the-numbers.com/movie/Overcomer-(2019),True,,"Life changes overnight for coach John Harrison when his high school basketball team and state championship dreams are crushed under the weight of unexpected news. When the largest manufacturing plant shuts down and hundreds of families leave their town, John questions how he and his family will face an uncertain future. After reluctantly agreeing to coach cross-country, John and his wife, Amy, meet an aspiring athlete who’s pushing her limits on a journey toward discovery. Inspired by the words and prayers of a new-found friend, John becomes the least likely coach helping the least likely runner attempt the impossible in the biggest race of the year.",,True
tt8242084,My Spy,2020.0,https://www.the-numbers.com/movie/My-Spy-(2020),True,,"A hardened CIA operative who has been demoted and finds himself at the mercy of a precocious 9-year-old girl, named Sophie where he has been sent undercover begrudgingly to surveil her family. When Sophie discovers hidden cameras in her apartment, she uses her tech savviness to locate where the surveillance operation is set. In exchange for not blowing JJ’s cover Sophie convinces him to spend time with her and teach her to be a spy. Despite his reluctance JJ finds he is no match for Sophie’s disarming charm and wit.",My Spy,True
tt8244784,The Hunt,2020.0,https://www.the-numbers.com/movie/Hunt-The-(2020),True,,"Twelve strangers wake up in a clearing. They don’t know where they are, or how they got there. They don't know they’ve been chosen… for a very specific purpose… The Hunt. In the shadow of a dark internet conspiracy theory, a group of elites gathers for the very first time at a remote Manor House to hunt ordinary Americans for sport. But the elites’ master plan is about to be derailed because one of The Hunted, Crystal, knows The Hunters’ game better than they do. She turns the tables on the killers, picking them off, one by one, as she makes her way toward the mysterious woman at the center of it all.",,True
tt8267604,Capernaum,2018.0,https://www.the-numbers.com/movie/Chaos,True,,"Malika, a young prostitute, is brutally attacked in the street by some thugs. Paul and Hélène, a conventional couple safe and secure in their locked car, look on. Overcome by remorse, Hélène then searches for the young woman and finds her lying in a coma in hospital. Hélène decides to look after Malika, thereby abandoning her husband and son. But the pimps who attacked Malika have no intention of letting her off the hook and soon Hélène finds herself caught up in a situation beyond her control… She undertakes to reawaken Malika’s will to live and to free her from the grasp of her torturers.",,True
tt8277246,His Only Son,2023.0,https://www.the-numbers.com/movie/His-Only-Son-(2023),True,,"Abraham is commanded by God to sacrifice his son Isaac on the mountain of Moriah. While traveling to the place of the sacrifice, alongside Isaac and two servants, Abraham is flooded with vivid memories from the years he and Sarah spent longing for the son they were promised—the son he must now lay upon the altar.",,True
tt8350360,Annabelle Comes Home,2019.0,https://www.the-numbers.com/movie/Annabelle-Comes-Home-(2019),True,,"Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens’ ten-year-old daughter, Judy, and her friends.",Annabelle,True
tt8364368,Crawl,2019.0,https://www.the-numbers.com/movie/Crawl-(2019),True,,"When a massive hurricane hits her Florida hometown, Haley ignores evacuation orders to search for her missing father. Finding him gravely injured in the crawl space of their family home, the two become trapped by quickly encroaching floodwaters. As time runs out to escape the strengthening storm, Haley and her father discover that the rising water level is the least of their fears.",,True
tt8367814,The Gentlemen,2019.0,https://www.the-numbers.com/movie/Gentlemen-The,True,,"American expat Mickey Pearson built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery, and blackmail in an attempt to steal his domain out from under him.",,True
tt8368368,The Apprentice,2024.0,https://www.the-numbers.com/movie/Apprentice-The-(2024),True,,A dive into the underbelly of the American empire. It charts a young Donald Trump’s ascent to power through a Faustian deal with the influential right-wing lawyer and political fixer Roy Cohn.,,True
tt8373206,About My Father,2023.0,https://www.the-numbers.com/movie/About-My-Father-(2023),True,,"Sebastian is encouraged by his fiancée to bring his immigrant, hairdresser father, Salvo, to a weekend get-together with her super-rich and exceedingly eccentric family. The weekend develops into what can only be described as a culture clash, leaving Sebastian and Salvo to discover that the great thing about family is everything about family.",,True
tt8376234,Peter Rabbit 2: The Runaway,2021.0,https://www.the-numbers.com/movie/Peter-Rabbit-2-The-Runaway,True,,"Bea, Thomas, and the rabbits have created a makeshift family, but despite his best efforts, Peter can’t seem to shake his mischievous reputation. Adventuring out of the garden, Peter finds himself in a world where his mischief is appreciated, but when his family risks everything to come looking for him, Peter must figure out what kind of bunny he wants to be.",Peter Rabbit,True
tt8385474,A Dog's Journey,2019.0,https://www.the-numbers.com/movie/Dogs-Journey-A-(2019),True,,The story of one devoted dog who finds the meaning of his own existence through the lives of the humans he teaches to laugh and love.,A Dog’s Purpose,True
tt8521778,Bob Marley: One Love,2024.0,https://www.the-numbers.com/movie/Bob-Marley-One-Love-(2024),True,,The life and music of an icon who inspired generations through his message of love and unity.,,True
tt8544498,The Way Back,2020.0,https://www.the-numbers.com/movie/Way-Back-The-(2020),True,,"Jack Cunningham once had a life filled with promise. In high school, he was a basketball phenom with a full university scholarship, when suddenly, for reasons unknown, he walked away from the game, forfeiting his future. Now years later, Jack is spiraling down, triggered by an unspeakable loss, and drowning in the alcoholism that cost him his marriage and any hope for a better life. When he is asked to coach the basketball team at his alma mater, which has fallen far since his glory days, he reluctantly accepts, surprising no one more than himself. As the boys start to come together as a team and win, Jack may have finally found a reason to confront the demons that have derailed him. But will it be enough to fill the void, heal the deep wounds of his past, and set him on the road to redemption?",,True
tt8579674,1917,2019.0,https://www.the-numbers.com/movie/1917-(2019),True,,"At the height of the First World War, two young British soldiers, Schofield and Blake are given a seemingly impossible mission. In a race against time, they must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers—Blake’s own brother among them.",,True
